BFN,BUS_PROF_NAME,FULL_ADDRESS,LICENSES,LIC_STATUS,ISSUE_DATE,END_DATE,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,COUNCIL_DIST,POLICE_DIST,CENSUS_TRACT,X_COORD,Y_COORD
2015-BFN-0005273,EL ZARAPE,1065 N FEDERAL ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-03-20 00:00:00,2019-11-16 00:00:00,347344.0,1065 N Federal Blvd,None,Denver,CO,None,3,1,00905,3133490.0,1692635.0
2018-BFN-0006267,SPIN ENTERPRISES INC,2155 S SHERIDAN BLVD,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-09-13 10:12:39,2019-09-13 00:00:00,174142.0,2155 S Sheridan Blvd,None,Denver,CO,None,2,4,04700,3124921.0,1672133.0
2012-BFN-1060709,TOWNPLACE SUITES BY MARRIOT,4100 N KITTREDGE ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-09-18 12:42:34,2019-09-17 00:00:00,234413.0,4100 N Kittredge St,None,Denver,CO,None,11,5,08303,3196482.0,1707421.0
2006-BFN-1022035,101 ASIAN FUSION,101 MADISON ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-01-24 10:39:12,2020-02-20 00:00:00,84374.0,101 N Madison St,None,Denver,CO,None,10,3,03800,3155701.0,1686879.0
2016-BFN-0005325,WEN-KUAN LU DBA DENVER LIQUOR GALAXY,8970 E HAMPDEN AVE,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2016-08-22 00:00:00,2017-08-22 00:00:00,364872.0,8970 E Hampden Ave,None,Denver,CO,None,4,3,06810,3173822.0,1662963.0
2014-BFN-1074710,REGIS CONVENIENCE STORE,5001 LOWELL BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2018-09-10 09:35:41,2019-08-30 00:00:00,26564.0,5001 N Lowell Blvd,None,Denver,CO,None,1,1,00101,3130660.0,1712093.0
2012-BFN-1063560,BLACK SKY BREWERY,490 SANTA FE DR,LIQUOR - BREW PUB,LICENSE ISSUED - ACTIVE,2019-03-27 09:17:20,2020-03-18 00:00:00,77935.0,490 N Santa Fe Dr,None,Denver,CO,None,7,3,02100,3141126.0,1688965.0
2015-BFN-0004248,CENTER FOR VISUAL ART,965 N SANTA FE DR,LIQUOR - ART GALLERY PERMIT,LICENSE ISSUED - ACTIVE,2018-08-16 10:35:36,2019-08-17 00:00:00,224907.0,965 N Santa Fe Dr,None,Denver,CO,None,3,1,01800,3140972.0,1691796.0
2015-BFN-0001196,SASSAFRAS AMERICAN EATERY,2637 W 26TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-05-31 10:46:21,2019-06-08 00:00:00,48122.0,2637 W 26th Ave,None,Denver,CO,None,1,1,00600,3134949.0,1700290.0
2014-BFN-0005022,WESTIN DENVER INTERNATIONAL AIRPORT,8300 PENA ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2019-03-26 13:57:10,2020-03-19 00:00:00,376803.0,8300 Pena Blvd,None,Denver,CO,None,11,7,08313,3231970.0,1734265.0
2018-BFN-0004042,EXTENDED HANDS OF HOPE,2049 LARIMER ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-07-06 15:02:07,2019-07-06 00:00:00,271551.0,2049 Larimer St,None,Denver,CO,None,9,6,01600,3142882.0,1699821.0
2006-BFN-1018816,JOHN HOLLY'S BISTRO,2422 S DOWNING ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-05-07 11:23:47,2019-04-12 00:00:00,None,None,None,None,None,None,6,3,03004,3148303.0,1670308.0
2003-BFN-1006184,KING SOOPERS #83,18605 E 48TH AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2018-08-27 08:27:25,2019-09-17 00:00:00,190773.0,18605 Green Valley Ranch Blvd,None,Denver,CO,None,11,5,08303,3205114.0,1711659.0
2008-BFN-1036300,7 ELEVEN STORE 18449A,2790 S WADSWORTH BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2018-09-10 09:14:59,2019-10-14 00:00:00,182441.0,2790 S Wadsworth Blvd,None,Denver,CO,None,2,4,11903,3118037.0,1667638.0
2013-BFN-1069072,STAYBRIDGE SUITES DENVER STAPLETON,8101 E NORTHFIELD BLVD,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2018-12-26 14:51:33.000001,2020-01-29 00:00:00,394038.0,8101 E Northfield Blvd,None,Denver,CO,None,8,5,04105,3170283.0,1711719.0
2006-BFN-1018994,7-ELEVEN STORE 13198B,607 E ALAMEDA AVE,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2018-07-10 10:45:33,2019-07-31 00:00:00,186860.0,607 E Alameda Ave,None,Denver,CO,None,7,3,02803,3146242.0,1684375.0
2004-BFN-1012023,PASQUINI'S PIZZERIA,1310 S BROADWAY ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-12-26 10:19:50,2019-12-06 00:00:00,225443.0,1310 S Broadway,None,Denver,CO,None,7,3,03001,3144319.0,1677627.0
2012-BFN-1060178,THE PATTERSON,420 E 11TH AVE,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2017-12-29 09:20:05,2019-09-26 00:00:00,221419.0,420 E 11th Ave,None,Denver,CO,None,10,6,02701,3145870.0,1692484.0
2017-BFN-0008544,CHUBBY CATTLE DENVER,2 N BROADWAY ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-03-08 12:33:10,2020-03-12 00:00:00,335277.0,2 N Broadway,None,Denver,CO,None,7,3,02802,3144224.0,1686333.0
2018-BFN-0004109,SOCCER FREAK LEAGUE,725 W 39TH AVE,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-07-09 09:04:13,2019-07-09 00:00:00,34779.0,725 W 39th Ave,None,Denver,CO,None,9,1,01500,3141763.0,1705969.0
2014-BFN-1074777,DOS SANTOS,1475 E 17TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-12-07 11:22:56,2019-12-10 00:00:00,244117.0,1475 E 17th Ave,None,Denver,CO,None,9,6,03102,3149266.0,1696107.0
2010-BFN-1050006,TENNYSONS,4335 W 38TH AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2019-03-29 14:18:05,2020-03-10 00:00:00,261021.0,4335 W 38th Ave,None,Denver,CO,None,1,1,00301,3128292.0,1705541.0
2018-BFN-0003832,ROCKY MOUNTAIN ASSOCIATION OF ENTREPRENEURS,715 S FOREST ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-09-07 08:04:17,2019-09-07 00:00:00,221539.0,715 S Forest St,None,Denver,CO,None,5,3,04900,3161029.0,1681433.0
2013-BFN-1067742,SYNTAX PHYSIC OPERA,554 S BROADWAY ,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2018-05-25 13:40:13,2019-04-17 00:00:00,183462.0,554 S Broadway,None,Denver,CO,None,7,3,02901,3144225.0,1682659.0
2001-BFN-80709,THE BRUTAL POODLE,1967 S BROADWAY ,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2018-10-30 15:12:26.000001,2019-11-26 00:00:00,114439.0,1967 S Broadway,None,Denver,CO,None,7,3,01403,3144120.0,1673273.0
2014-BFN-1073930,WHITTIER CAFE,1710 E 25TH AVE,LIQUOR - BEER & WINE AND CABARET,LICENSE ISSUED - ACTIVE,2018-09-18 11:49:26,2019-09-08 00:00:00,253801.0,1710 E 25th Ave,None,Denver,CO,None,9,2,02300,3149872.0,1699598.0
2001-BFN-65032,MONACO INN RESTAURANT,962 S MONACO STREET PKWY,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-01-09 15:17:01,2019-12-26 00:00:00,170896.0,962 S Monaco Street Pkwy,None,Denver,CO,None,5,3,05002,3165595.0,1679968.0
2014-BFN-1074675,THE WINE CELLAR AT LO DO,1920 MARKET STUNIT B ,LIQUOR - RETAIL,LICENSE ISSUED - ACTIVE,2018-12-11 09:53:06,2019-12-11 00:00:00,225505.0,1920 Market St,None,Denver,CO,None,9,6,01701,3142235.0,1699538.0
2018-BFN-0007642,SPIN ENTERPRISES INC,2155 S SHERIDAN BLVD,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-10-29 09:43:10,2019-10-29 00:00:00,174142.0,2155 S Sheridan Blvd,None,Denver,CO,None,2,4,04700,3124921.0,1672133.0
2018-BFN-0004847,DENVER ART SOCIETY,734 N SANTA FE DR,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-07-23 12:12:30,2019-07-23 00:00:00,221556.0,734 N Santa Fe Dr,None,Denver,CO,None,3,1,01800,3141056.0,1690439.0
2007-BFN-1026029,CIRCLE K STORE #2709854,1600 S COLORADO BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2018-12-31 14:01:39,2019-07-12 00:00:00,137926.0,1600 S Colorado Blvd,None,Denver,CO,None,6,3,05104,3157535.0,1675659.0
2004-BFN-1007194,MONTBELLO LIQUORS,4690 PEORIA ST,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2018-05-30 10:38:25,2019-06-23 00:00:00,160895.0,4690 N Peoria St,None,Denver,CO,None,8,5,08312,3183683.0,1710338.0
2012-BFN-1062829,SMALL BATCH LIQUORS,4340 TENNYSON ST,LIQUOR - RETAIL,LICENSE ISSUED - ACTIVE,2019-02-20 14:56:11,2020-01-23 00:00:00,28856.0,4340 N Tennyson St,None,Denver,CO,None,1,1,00301,3128263.0,1707850.0
2009-BFN-1043242,7-ELEVEN STORE 34179A,4709 TOWER RD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2018-05-25 11:35:12,2019-05-12 00:00:00,229705.0,4709 N Tower Rd,None,Denver,CO,None,11,5,08303,3204405.0,1710530.0
2001-BFN-75899,1515 RESTARAUNT & REWIND BAR,1515 MARKET ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-08-23 15:03:19,2019-09-23 00:00:00,None,None,None,None,None,None,9,6,01701,3140749.0,1698256.0
2004-BFN-1009795,RACINES RESTAURANT,650 SHERMAN ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-06-08 15:27:06,2019-06-04 00:00:00,175587.0,650 N Sherman St,None,Denver,CO,None,10,3,02801,3144996.0,1689974.0
2019-BFN-0000494,ANNUNCIATION CATHOLIC PARISH IN DENVER,3621 N HUMBOLDT ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-02-19 07:28:15,2020-02-19 00:00:00,162743.0,3621 N Humboldt St,None,Denver,CO,None,9,2,03601,3148991.0,1704810.0
2012-BFN-1057945,VINE STREET PUB & BREWERY,1700 VINE ST,LIQUOR - BREW PUB AND CABARET,LICENSE ISSUED - ACTIVE,2019-03-04 12:57:04,2020-04-03 00:00:00,246197.0,1700 N Vine St,None,Denver,CO,None,9,6,03102,3151286.0,1696112.0
2019-BFN-0000995,COLORADO RESTAURANT ASOCIATION EDUCATION FUND,144 W COLFAX AVE,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-02-25 11:08:28,2020-02-25 00:00:00,180083.0,144 W Colfax Ave,None,Denver,CO,None,10,6,02000,3143554.0,1694751.0
2017-BFN-0002920,GREENLIGHT LAB,1336 27TH ST 100 ,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2018-08-07 11:47:57,2019-07-13 00:00:00,32564420.0,1336 27th St Ste 100,None,Denver,CO,None,9,2,01600,3144851.0,1701987.0
2012-BFN-1058803,QUARTERBACK LIQUOR,4426 W 29TH AVE,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2018-05-31 12:08:01,2019-05-21 00:00:00,186646.0,4426 W 29th Ave,None,Denver,CO,None,1,1,00501,3128055.0,1701451.0
2019-BFN-0001540,WINGS OVER THE ROCKIES AIR & SPACE MUSEUM,7711 E ACADEMY BLVD,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-03-20 08:25:52.000001,2020-03-20 00:00:00,172185.0,7711 E Academy Blvd,None,Denver,CO,None,5,3,04405,3170098.0,1688065.0
2018-BFN-0005408,WILLAMETTE VALLEY WINERIES ASSOCIATION,144 W COLFAX AVE,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-08-06 14:57:27,2019-08-06 00:00:00,180083.0,144 W Colfax Ave,None,Denver,CO,None,10,6,02000,3143554.0,1694751.0
2010-BFN-1048848,HAYTER'S & CO,1920 BLAKE ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-07-26 09:48:33,2019-08-25 00:00:00,180117.0,1920 Blake St,None,Denver,CO,None,9,6,01701,3142027.0,1699726.0
2009-BFN-1043161,URBAN SOMBRERO BAR & GRILL,16221 E 40TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-01-24 09:20:07,2020-02-15 00:00:00,171958.0,16221 E 40th Ave,None,Denver,CO,None,11,5,08303,3197151.0,1707318.0
2018-BFN-0002789,NATIV HOTEL,1612 WAZEE ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-08-21 13:21:53,2019-08-12 00:00:00,53941.0,1612 Wazee St,None,Denver,CO,None,9,6,01701,3140692.0,1698952.0
2018-BFN-0007693,COLORADO VETERANS PROJECT,101 W 14TH AVENUE PKWY,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-10-29 10:02:47,2019-10-29 00:00:00,176314.0,101 W 14th Avenue Pkwy,None,Denver,CO,None,10,6,02000,3143756.0,1694161.0
2010-BFN-1049465,INDIA EXPRESS,727 COLORADO BLVDUNIT C ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-01-18 12:17:22.000001,2019-12-20 00:00:00,63750.0,727 N Colorado Blvd,None,Denver,CO,None,10,2,03300,3157205.0,1690549.0
2010-BFN-1050107,HIGHLANDS CORK & COFFEE,3701 W 32ND AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2019-01-29 11:59:24,2020-02-08 00:00:00,48931.0,3701 W 32nd Ave,None,Denver,CO,None,1,1,00303,3130445.0,1702903.0
2014-BFN-1072569,IZU SUSHI,1528 E COLFAX ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-07-05 00:00:00,2019-06-19 00:00:00,64710.0,1528 E Colfax Ave,None,Denver,CO,None,10,6,03201,3149359.0,1694764.0
2007-BFN-1027053,TAKI SUSHI,420 E BAYAUD AVE,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2018-08-27 10:36:49,2019-09-26 00:00:00,None,None,None,None,None,None,7,3,02802,3145667.0,1685573.0
2018-BFN-0008435,LABORATORY TO COMBAT HUMAN TRAFFICKING,1031 33RD ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-11-26 12:29:26,2019-11-26 00:00:00,373284.0,1031 33rd St,None,Denver,CO,None,9,2,01600,3147643.0,1703487.0
2018-BFN-0003432,SU TEATRO INC,733 N SANTA FE DR,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-06-18 11:32:57.000001,2019-06-18 00:00:00,388904.0,733 N Santa Fe Dr,None,Denver,CO,None,3,1,01800,3140971.0,1690466.0
2018-BFN-0003607,HOLY GHOST CATHOLIC PARISH IN DENVER,1900 CALIFORNIA ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-06-18 10:50:56,2019-06-18 00:00:00,55092.0,1900 California St,None,Denver,CO,None,9,6,01702,3143980.0,1697786.0
2002-BFN-39502,HORIZON LOUNGE,3298 HUDSON ST,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2019-03-04 12:34:01,2020-03-18 00:00:00,161205.0,3298 N Hudson St,None,Denver,CO,None,8,2,04101,3161962.0,1703490.0
2010-BFN-1047890,GRIFFIN TAVERN,5062 S SYRACUSE ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-05-07 13:21:31,2019-05-09 00:00:00,231063.0,5062 S Syracuse St,None,Denver,CO,None,4,3,06804,3169314.0,1653318.0
2006-BFN-1020233,WINSTON'S PUB & GRILL,8101 E BELLEVIEW AVEUNIT V ,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2018-06-08 12:18:26,2020-01-15 00:00:00,223552.0,8101 E Belleview Ave,None,Denver,CO,None,4,3,06804,3170876.0,1653220.0
2018-BFN-0006834,RE:VISION,3777 W CUSTER PL,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-10-02 13:53:55,2019-10-02 00:00:00,32596420.0,3777 W Custer Pl,None,Denver,CO,None,3,4,04502,3130333.0,1682887.0
2001-BFN-86154,DOUBLETREE BY HILTON DENVER-STAPLETON NORTH,4040 QUEBEC ST,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-09-18 14:22:29,2019-08-31 00:00:00,11281.0,4040 N Quebec St,None,Denver,CO,None,8,5,04105,3168151.0,1707259.0
2016-BFN-0002539,VOICEBOX RINO,2601 WALNUT ST,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2018-08-24 11:50:32,2019-09-13 00:00:00,43199.0,2601 Walnut St,None,Denver,CO,None,9,2,01600,3144448.0,1701908.0
2011-BFN-1054485,LOS MOLCAJETES TAQUERIA,100 KNOX CTUNIT A ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-10-22 13:03:10,2019-09-20 00:00:00,76248.0,100 N Knox Ct,None,Denver,CO,None,3,4,00903,3131579.0,1686868.0
2007-BFN-1028824,"RAILYARD LIQUORS, INC.",3480 PARK AVE,LIQUOR - TASTINGS,LICENSE ISSUED - ACTIVE,2011-09-01 00:00:00,2014-09-05 00:00:00,186869.0,3480 Park Ave W,None,Denver,CO,None,9,1,01500,3142322.0,1704085.0
2018-BFN-0002149,EVERYHEART FOUNDATION,2845 WALNUT ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-05-01 10:00:53,2019-05-01 00:00:00,372630.0,2845 Walnut St,None,Denver,CO,None,9,2,01600,3145253.0,1702721.0
2011-BFN-1057709,LA FUENTE MEXICAN FOOD INC,3023 W 44TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-05-07 10:23:35,2019-05-03 00:00:00,246301.0,3023 W 44th Ave,None,Denver,CO,None,1,1,00102,3133293.0,1708168.0
2018-BFN-0006247,ROCKY MOUNTAIN ARTS ASSOCIATION,900 AURARIA PKWY,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-09-13 11:15:51,2019-09-13 00:00:00,54262.0,900 Auraria Pkwy,None,Denver,CO,None,9,1,01900,3138868.0,1696647.0
2009-BFN-1038863,COLT & GRAY,1553 PLATTE STSUITE 120 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-06-08 16:12:03,2019-05-12 00:00:00,45280.0,1553 Platte St,None,Denver,CO,None,1,1,01102,3138140.0,1701151.0
2003-BFN-1005479,SAM'S NO 3,1500 CURTIS ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-12-14 10:50:49.000001,2020-01-15 00:00:00,55224.0,1500 Curtis St,None,Denver,CO,None,9,6,01702,3141834.0,1697078.0
2014-BFN-1072969,THE POST CHICKEN & BEER ROSEDALE,2200 S BROADWAY ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-10-08 08:37:15.000001,2019-11-15 00:00:00,114823.0,2200 S Broadway,None,Denver,CO,None,6,3,03002,3144350.0,1671663.0
2013-BFN-1068675,BLOSSOMS RESTAURANT,597 S CLINTON ST,LIQUOR - HOTEL AND RESTAURANT WITH OPTIONAL PREMISES,LICENSE ISSUED - ACTIVE,2018-05-18 12:58:57,2019-04-13 00:00:00,245878.0,597 S Clinton St,None,Denver,CO,None,5,3,07089,3175149.0,1682654.0
2014-BFN-1073226,SOUTH GARDEN,8000 E QUINCY AVEUNIT 2400 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-10-19 13:01:36,2019-11-01 00:00:00,221147.0,8000 E Quincy Ave,None,Denver,CO,None,4,3,06809,3169836.0,1657728.0
2018-BFN-0000068,"CVS PHARMACY,#10959",1900 18TH ST,LIQUOR - 3.2% BEER,LICENSE ISSUED - ACTIVE,2018-12-19 13:07:23.000001,2019-12-13 00:00:00,27363859.0,1900 18th St,None,Denver,CO,None,9,6,01701,3140433.0,1700323.0
2015-BFN-0004641,JACK RABBIT SLIM,2222 E BRUCE RANDOLPH AVE,LIQUOR - TAVERN,LICENSE ISSUED - ACTIVE,2018-08-24 11:39:32,2019-09-30 00:00:00,39750.0,2222 E Bruce Randolph Ave,None,Denver,CO,None,9,2,03601,3151723.0,1703757.0
2007-BFN-1025807,THE OLIVE GARDEN ITALIAN RESTAURANT #1727,8314 E 49TH AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-12-26 11:28:43,2020-01-13 00:00:00,261201.0,8314 E Northfield Blvd,None,Denver,CO,None,8,5,04105,3170890.0,1709703.0
2007-BFN-1025174,RESTAURANTE LEMPIRA,1452 N UINTA ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-08-23 16:13:29.000001,2019-08-16 00:00:00,125161.0,1452 N Uinta St,None,Denver,CO,None,5,2,04404,3170837.0,1694875.0
2014-BFN-1072922,SUPER WINE & SPIRITS,1685 S COLORADO BLVDUNIT B ,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2018-08-20 09:26:48,2019-09-03 00:00:00,109437.0,1685 S Colorado Blvd # B,None,Denver,CO,None,6,3,03902,3157048.0,1675321.0
2019-BFN-0000491,ANNUNCIATION CATHOLIC PARISH IN DENVER,3536 N LAFAYETTE ST,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2019-02-19 07:44:34,2020-02-19 00:00:00,352451.0,3536 N Lafayette St,None,Denver,CO,None,9,2,03601,3148834.0,1704401.0
2012-BFN-1060959,VIEJO LIQUOR,3935 QUEBEC ST,LIQUOR - RETAIL,LICENSE ISSUED - ACTIVE,2018-07-25 11:51:39,2019-07-14 00:00:00,11214.0,3935 N Quebec St,None,Denver,CO,None,8,2,04102,3167591.0,1706499.0
2018-BFN-0007251,DENVER FILM SOCIEYU,144 W COLFAX AVE,LIQUOR - SPECIAL EVENTS,LICENSE ISSUED - ACTIVE,2018-10-17 12:05:17,2019-10-17 00:00:00,180083.0,144 W Colfax Ave,None,Denver,CO,None,10,6,02000,3143554.0,1694751.0
2013-BFN-1064448,44TH CORNER LIQUOR,3007 W 44TH AVE,LIQUOR - RETAIL,LICENSE ISSUED - ACTIVE,2019-03-27 08:15:04.000001,2020-04-16 00:00:00,246404.0,3007 W 44th Ave,None,Denver,CO,None,1,1,00102,3133360.0,1708167.0
2008-BFN-1036963,THE FAINTING GOAT,846 BROADWAY ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-03-08 15:09:01,2020-03-26 00:00:00,68288.0,846 N Broadway,None,Denver,CO,None,10,6,02702,3144281.0,1691178.0
2009-BFN-1041809,DIAMOND AFTER DARK,511 W COLFAX AVE 2ND FLOOR ,LIQUOR - TAVERN AND CABARET,LICENSE ISSUED - ACTIVE,2018-08-10 15:11:30,2019-09-02 00:00:00,260161.0,511 W Colfax Ave,None,Denver,CO,None,9,6,01702,3142154.0,1694920.0
2004-BFN-1012267,CHEF JIMMY'S ITALIAN BISTRO & SPIRITS,8700 PENA BLVD AC-5A ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-10-30 14:23:51.000001,2019-12-05 00:00:00,263821.0,8700 Pena Blvd Bldg AC # 5A,None,Denver,CO,None,11,7,08313,3231927.0,1737086.0
2014-BFN-1074496,BLAKE STREET LIQUORS,2409 BLAKE ST,LIQUOR - STORE,LICENSE ISSUED - ACTIVE,2018-06-08 13:38:32.000001,2019-05-04 00:00:00,174198.0,2409 Blake St,None,Denver,CO,None,9,6,01600,3143791.0,1701731.0
2014-BFN-1073059,BLOCK & LARDER,4000 TENNYSON STSUITE 101 ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-10-09 08:59:46,2019-10-27 00:00:00,29044.0,4000 N Tennyson St,None,Denver,CO,None,1,1,00301,3128265.0,1706323.0
2014-BFN-1074714,HIM CHULI INDIAN & NEPALI CUISINE,3489 W 32ND ,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2018-05-07 13:27:59,2019-05-08 00:00:00,169048.0,3489 W 32nd Ave,None,Denver,CO,None,1,1,00303,3131052.0,1702908.0
2014-BFN-1073274,TAQUERIA CONTRERAS,3570 MORRISON ,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-03-01 13:15:58,2020-02-02 00:00:00,95473.0,3570 Morrison Rd,None,Denver,CO,None,3,4,04502,3130916.0,1683664.0
2008-BFN-1037945,LOHI STEAKBAR,3200 TEJON ST,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2019-03-26 15:38:08,2020-04-21 00:00:00,169031.0,3200 N Tejon St,None,Denver,CO,None,1,1,01102,3137479.0,1702852.0
2012-BFN-1062885,CRU FOOD & WINE BAR,8900 PENA BLVD TERM B ,LIQUOR - BEER & WINE,LICENSE ISSUED - ACTIVE,2018-12-10 12:02:26,2019-12-18 00:00:00,158181.0,8900 Pena Blvd,None,Denver,CO,None,11,7,08313,3231979.0,1738721.0
2015-BFN-0004115,MACHETE,3570 E COLFAX AVE,LIQUOR - HOTEL AND RESTAURANT AND CABARET,LICENSE ISSUED - ACTIVE,2017-10-02 14:58:12,2019-05-15 00:00:00,486550.0,3570 E Colfax Ave,None,Denver,CO,None,10,2,03703,3155972.0,1694877.0
2013-BFN-1067506,MY GOODS MARKET #6499,1501 COLORADO BLVD,LIQUOR - FERMENTED MALT BEVERAGE,LICENSE ISSUED - ACTIVE,2018-10-22 10:22:47,2019-11-29 00:00:00,58914.0,1501 N Colorado Blvd,None,Denver,CO,None,9,2,03701,3157178.0,1695107.0
2002-BFN-78875,CHIPOTLE MEXICAN GRILL #7,7350 E HAMPDEN AVE,LIQUOR - HOTEL AND RESTAURANT,LICENSE ISSUED - ACTIVE,2018-04-23 08:46:05,2019-04-19 00:00:00,223463.0,7350 E Hampden Ave,None,Denver,CO,None,4,3,06809,3167984.0,1662936.0
